,Date,Open,High,Low,Close,Volume,Ticker
40,2016-06-28,45.17201504112301,45.67987986239439,44.94116867597638,45.65217590332031,38140700,MSFT
41,2016-06-29,46.08615874886418,46.834102086680545,45.98458580543335,46.66789245605469,31304000,MSFT
42,2016-06-30,46.83410935574342,47.36967106454539,46.63096343735174,47.249629974365234,28527800,MSFT
43,2016-07-01,47.21269797129176,47.75749551530196,47.15729357747456,47.24039840698242,21400400,MSFT
44,2016-07-05,46.935682314939264,47.351202933561076,46.85257748672774,47.249629974365234,24806400,MSFT
45,2016-07-06,46.889501590885295,47.59127634930423,46.529381909101836,47.44353485107422,28167500,MSFT
46,2016-07-07,47.48046758380534,47.65591303462766,47.15728415718818,47.44353485107422,19585200,MSFT
47,2016-07-08,47.76672708341249,48.348460881000264,47.600517426958845,48.29305648803711,28391000,MSFT
48,2016-07-11,48.47774339222842,48.782462327177655,48.45004295175539,48.560848236083984,22269200,MSFT
49,2016-07-12,48.884024434136364,49.308784418007065,48.74551873015683,49.133338928222656,27317600,MSFT
50,2016-07-13,49.45652288713111,49.73353780037578,49.10563545172213,49.41035079956055,25356800,MSFT
51,2016-07-14,49.71507502473694,49.85358425749622,49.4749963467151,49.622737884521484,24545500,MSFT
52,2016-07-15,49.81665036958597,49.86281894189677,49.13334352310283,49.5858039855957,32024400,MSFT
53,2016-07-18,49.58580327198498,50.176769442905396,49.447294034609655,49.82588195800781,31433900,MSFT
54,2016-07-19,49.59503140637534,49.7704768952872,48.87479188644308,49.02253341674805,53336500,MSFT
55,2016-07-20,51.84809415926877,52.485228848408276,51.27559264706534,51.62648010253906,89893300,MSFT
56,2016-07-21,51.69111581721935,51.92196217413213,51.48796989595662,51.524906158447266,32776700,MSFT
57,2016-07-22,51.783455444999106,52.29131671563367,51.506437004256796,52.23591232299805,32157200,MSFT
58,2016-07-25,52.14356549211015,52.392879928943174,51.94965191517215,52.383644104003906,25610600,MSFT
59,2016-07-26,52.189747338758835,52.90075457541739,52.18051151146782,52.41135787963867,28079000,MSFT
60,2016-07-27,52.27284872906247,52.448290689239236,51.81115602313178,51.88502502441406,32327500,MSFT
61,2016-07-28,51.709585687630245,52.05123732107001,51.451038886371606,51.90349578857422,37550400,MSFT
62,2016-07-29,51.94965498334936,52.411347629396474,51.75574491739406,52.33747863769531,30558700,MSFT
63,2016-08-01,52.26360468127281,52.40211388023873,51.83884830401569,52.245140075683594,26003400,MSFT
64,2016-08-02,52.494450997925846,52.54062307920466,51.995825631006085,52.245140075683594,35122000,MSFT
65,2016-08-03,52.33748396370281,52.73453996150367,52.16204200842817,52.60526657104492,22075600,MSFT
66,2016-08-04,52.448297790292614,53.11313650402577,52.328256684216065,52.99309539794922,26587700,MSFT
67,2016-08-05,53.23316959013373,53.75026315852331,53.04849180609355,53.51941680908203,29335200,MSFT
68,2016-08-08,53.61175155639648,53.639451988098486,53.353201278248086,53.611751556396484,19473500,MSFT
69,2016-08-09,53.71332387640005,54.018042731294365,53.57481818798627,53.74102783203125,16920700,MSFT
70,2016-08-10,53.70409486491962,53.85183638841234,53.39014368719314,53.57482147216797,15756900,MSFT
71,2016-08-11,53.584051921323194,53.971875608588064,53.584051921323194,53.83336639404297,18162300,MSFT
72,2016-08-12,53.58406232939573,53.73180387647091,53.2054743948633,53.50095748901367,21655200,MSFT
73,2016-08-15,53.56558326613646,54.018043643104214,53.51941470255255,53.66715621948242,19283900,MSFT
74,2016-08-16,53.52777916735409,53.5370690118499,53.21187128865636,53.36982345581055,20523500,MSFT
75,2016-08-17,53.462743822044146,53.59282292153886,53.174708998598966,53.481327056884766,18856400,MSFT
76,2016-08-18,53.35125567725113,53.611417475559136,53.21188670310543,53.51850128173828,14214300,MSFT
77,2016-08-19,53.36053962230299,53.639281065638606,53.14683773093268,53.53707504272461,17271000,MSFT
78,2016-08-22,53.518490875192775,53.657863366628206,53.2025829664102,53.58353042602539,15221900,MSFT
79,2016-08-23,53.79723818387315,54.057396398451004,53.75077832179295,53.78794479370117,18732400,MSFT
80,2016-08-24,53.7043202865375,53.92731556646517,53.6299908894881,53.843692779541016,18151500,MSFT
81,2016-08-25,53.77865147486339,54.159598926346234,53.685735301093416,54.048099517822266,18552600,MSFT
82,2016-08-26,54.15031111221611,54.54055199345087,53.602118035893696,53.918025970458984,20971200,MSFT
83,2016-08-29,54.057399506928725,54.44763685123543,53.9830665588379,53.98306655883789,16417200,MSFT
84,2016-08-30,53.87156758329974,54.06668624423313,53.527786579123315,53.78794479370117,16930200,MSFT
85,2016-08-31,53.56496292157813,53.70433190033105,53.23976154904031,53.388423919677734,20860300,MSFT
86,2016-09-01,52.970305415959196,53.72291059739744,52.970305415959196,53.50920867919922,26075400,MSFT
87,2016-09-02,53.58353042602539,54.06668390677461,53.351245303226136,53.58353042602539,18900500,MSFT
88,2016-09-06,53.685742268905045,53.70432550607094,53.1561324150424,53.52779006958008,16278400,MSFT
89,2016-09-07,53.3977062173517,53.741487213451606,53.3419565107991,53.574241638183594,17493400,MSFT
90,2016-09-08,53.54637111703288,53.69503346389058,53.128257158873765,53.36054229736328,20146100,MSFT
91,2016-09-09,52.76589296930295,53.44416514912873,52.22698974609375,52.22698974609375,35113900,MSFT
92,2016-09-12,52.03187602534617,53.15613535309731,51.66951174155781,53.00747299194336,29303000,MSFT
93,2016-09-13,52.49644561036507,52.63581812266195,52.07833161786465,52.52431869506836,30130200,MSFT
94,2016-09-14,52.394238215324286,52.61723352033887,52.059747029997474,52.2734489440918,24062500,MSFT
95,2016-09-15,52.17124306539306,53.28620888486181,52.01328732952138,53.13754653930664,26847000,MSFT
96,2016-09-16,53.5463650735328,53.5463650735328,52.728720485903814,53.19329071044922,44607000,MSFT
97,2016-09-19,53.211888817725125,53.65787593261742,52.821647876950294,52.89598083496094,20937100,MSFT
98,2016-09-20,53.286198896753696,53.286198896753696,52.728716091515395,52.78446578979492,17384000,MSFT
99,2016-09-21,53.434867285479775,53.750775189510684,53.035340141112975,53.667152404785156,33707300,MSFT
100,2016-09-22,53.81581683891343,53.89014978129817,53.54636878374316,53.722904205322266,19822200,MSFT
101,2016-09-23,53.769362865124464,53.80652933793637,53.31408597854337,53.36054229736328,19955300,MSFT
102,2016-09-26,53.035348623543925,53.09109479268385,52.80306346708704,52.86810302734375,21688700,MSFT
103,2016-09-27,52.89596904253044,53.94589880182495,52.663683917117744,53.843692779541016,28065100,MSFT
104,2016-09-28,53.7786570120387,53.94590259765503,53.58353479922633,53.918025970458984,20536400,MSFT
105,2016-09-29,53.713619625232056,54.048107265583695,53.15613313586574,53.332672119140625,25463500,MSFT
106,2016-09-30,53.49062819578722,53.67645703903854,53.27692626658483,53.51850128173828,29910800,MSFT
107,2016-10-03,53.34195603464599,53.4720351377178,53.016758276966456,53.35124588012695,19189500,MSFT
108,2016-10-04,53.21187881912602,53.518493352330246,52.93313736774312,53.18400573730469,20085900,MSFT
109,2016-10-05,53.230466267550284,53.852988773422645,53.202589639133066,53.5556640625,16726400,MSFT
110,2016-10-06,53.648578643798835,53.76007452095937,53.22117128330171,53.64857864379883,16212600,MSFT
111,2016-10-07,53.75077149733891,53.871560743509725,53.35124083602647,53.704315185546875,20089000,MSFT
112,2016-10-10,53.80653311477304,54.252520186651246,53.769366639352306,53.92732238769531,18196500,MSFT
113,2016-10-11,53.78794563025668,53.90873489364209,52.85880508443946,53.13754653930664,26497400,MSFT
114,2016-10-12,53.0632209777832,53.2118833340939,52.40353199317886,53.0632209777832,22177500,MSFT
115,2016-10-13,52.68226828376251,53.239751178968326,52.32919389312426,52.88667678833008,25313700,MSFT
116,2016-10-14,53.072504438631675,53.6485741013636,53.072504438631675,53.35124588012695,27402500,MSFT
117,2016-10-17,53.2954996350949,53.388412267318074,52.840219230665994,53.16542053222656,23830000,MSFT
118,2016-10-18,53.45345237951452,53.843693236603144,53.3419565107991,53.574241638183594,19149500,MSFT
119,2016-10-19,53.3977069010882,53.7414879015901,53.33266734813892,53.453453063964844,22878400,MSFT
120,2016-10-20,53.425575822721925,53.44415905703048,52.64509770371006,53.19329071044922,49455600,MSFT
121,2016-10-21,56.008584080512115,56.16653979696063,55.27456583331204,55.432518005371094,80032200,MSFT
122,2016-10-24,55.692683888174166,56.677574157714844,55.68339404210612,56.677574157714844,54067000,MSFT
123,2016-10-25,56.53819890582097,57.02135239882663,56.49174258896057,56.66828155517578,35137200,MSFT
124,2016-10-26,56.50102774788983,56.863391928757366,56.18511987711493,56.33378219604492,29911600,MSFT
125,2016-10-27,56.31520656837664,56.51961861365676,55.832053080508,55.84134292602539,28479900,MSFT
126,2016-10-28,55.7577188711324,56.23158250271013,55.358191723952466,55.62763977050781,33574700,MSFT
127,2016-10-31,55.89709808566338,56.138673080971074,55.67410278320313,55.674102783203125,26434700,MSFT
128,2016-11-01,55.72056638112586,55.767022705136675,55.05158397332111,55.5626106262207,24533000,MSFT
129,2016-11-02,55.58118288238181,55.68338890164485,55.09802941047724,55.21881866455078,22147000,MSFT
130,2016-11-03,55.311728952476166,55.41393496741209,54.92149167114569,55.014404296875,21600400,MSFT
131,2016-11-04,54.49409666784383,55.07945268378675,54.37330739949797,54.549842834472656,28697000,MSFT
132,2016-11-07,55.544022473733705,56.231588059191616,55.544022473733705,56.138671875,31664800,MSFT
133,2016-11-08,56.25946047507987,56.4731623796013,55.88780637589084,56.18513107299805,22935400,MSFT
134,2016-11-09,55.74843132695171,56.29662437677566,55.00511961813698,55.9063835144043,49632500,MSFT
135,2016-11-10,56.19442711436956,56.20372050589809,53.54637763119755,54.540557861328125,57822400,MSFT
136,2016-11-11,54.10384972170584,54.93078418175203,53.899437681913874,54.83787155151367,38767800,MSFT
137,2016-11-14,54.83787199092593,54.89362169614946,53.221165983340555,54.001644134521484,41328400,MSFT
138,2016-11-15,54.562904755791216,55.64798891838733,54.5535485824779,55.06802749633789,35904100,MSFT
139,2016-11-16,55.133504086352524,55.807005802822296,55.01190238513894,55.79765319824219,27332500,MSFT
140,2016-11-17,56.50857113863501,57.01369744598613,56.09698872246072,56.723716735839844,32132700,MSFT
141,2016-11-18,56.85467580351795,57.19142668212407,56.405675821488025,56.45244598388672,27686300,MSFT
142,2016-11-21,56.59275355451306,57.03240088101839,56.517918448582684,56.92950439453125,19652600,MSFT
143,2016-11-22,57.04174874783591,57.303664460171895,56.88272951344162,57.172706604003906,23206700,MSFT
144,2016-11-23,57.069823513436035,57.15401123619754,56.35890774104371,56.49922180175781,21848900,MSFT
145,2016-11-25,56.4056658985492,56.62081146240235,56.2466466607015,56.620811462402344,8409600,MSFT
146,2016-11-28,56.443085071576455,57.079169177918445,56.321479812569684,56.695648193359375,20732600,MSFT
147,2016-11-29,56.733067131357025,57.44398279022744,56.61146186937887,57.144649505615234,22366700,MSFT
148,2016-11-30,56.929508242646975,57.22884154993322,56.33084162807447,56.368255615234375,34655400,MSFT
149,2016-12-01,56.227942521165225,56.26536007492047,55.13350226799752,55.376712799072266,34542100,MSFT
150,2016-12-02,55.26446174224151,55.62927395755519,55.00254244359681,55.42348098754883,25515700,MSFT
151,2016-12-05,55.84442355289622,56.67694452847718,55.7134656783106,56.330841064453125,23552700,MSFT
152,2016-12-06,56.527277541669264,56.55533892367592,55.93796354118848,56.078277587890625,19907000,MSFT
153,2016-12-07,56.13439834547127,57.41592279243047,55.937961541777135,57.40656661987305,30809000,MSFT
154,2016-12-08,57.341088504045054,57.60300781437799,56.910797336951866,57.06981658935547,21220800,MSFT
155,2016-12-09,57.22883858859685,57.98652799064629,57.18206843081624,57.96781921386719,27349400,MSFT
156,2016-12-12,57.827504925764536,58.276504861546805,57.73396461060192,58.15489959716797,20198100,MSFT
157,2016-12-13,58.4635938688402,59.32417625778892,58.22038688841304,58.912593841552734,35718900,MSFT
158,2016-12-14,58.93129509945295,59.35223363525873,58.49164778779646,58.631961822509766,30352700,MSFT
159,2016-12-15,58.65066689584618,59.07160540507884,58.27649853912072,58.53841781616211,27669900,MSFT
160,2016-12-16,58.88451955756732,58.88451955756732,58.108121488286756,58.27649688720703,42453100,MSFT
161,2016-12-19,58.51971320719636,59.65156739277732,58.38875177518627,59.511253356933594,34338200,MSFT
162,2016-12-20,59.57673090492426,59.679627386375024,58.95935558455374,59.43642044067383,26028400,MSFT
163,2016-12-21,59.33352395922306,59.58608707687473,59.04354329043763,59.43642044067383,17096300,MSFT
164,2016-12-22,59.71705747262175,59.960264469374145,59.31482763433773,59.44578552246094,22176600,MSFT
165,2016-12-23,59.35223666969699,59.43642438116232,58.74421391263246,59.155799865722656,12403800,MSFT
166,2016-12-27,59.12772404978779,59.93218346298223,59.12772404978779,59.19320297241211,11763200,MSFT
167,2016-12-28,59.305472335317184,59.305472335317184,58.77228463312544,58.92195129394531,14653300,MSFT
168,2016-12-29,58.80033955741757,59.11838162276317,58.678734293755774,58.8377571105957,10250600,MSFT
169,2016-12-30,58.89388069325823,58.921945642700315,58.023942195574485,58.12683868408203,25579900,MSFT
170,2017-01-03,58.73485459769271,58.78162475019992,58.11747930692944,58.53841781616211,20694100,MSFT
171,2017-01-04,58.4448722861273,58.697435384507706,58.108121488286756,58.27649688720703,21340000,MSFT
172,2017-01-05,58.17360041360755,58.613247685047575,58.02393378882662,58.27649688720703,24876000,MSFT
173,2017-01-06,58.276501418988126,59.07160832423828,58.03329447293168,58.7816276550293,19922900,MSFT
174,2017-01-09,58.706796364247516,59.006133224855375,58.5010069560184,58.594547271728516,20382700,MSFT
175,2017-01-10,58.678728844460444,58.99677088027055,58.25779033113325,58.57583236694336,18593000,MSFT
176,2017-01-11,58.566483812978284,59.14644160014191,58.39810839600591,59.10902404785156,21517300,MSFT
177,2017-01-12,58.98742107725524,59.3054631281634,57.94910721786877,58.56648254394531,20968200,MSFT
178,2017-01-13,58.57583780624196,58.80969216110213,58.323274674792856,58.650672912597656,19422300,MSFT
179,2017-01-17,58.63196749066074,58.650676268320105,58.02394470590232,58.49165344238281,20664000,MSFT
180,2017-01-18,58.62260796310287,58.65067291215319,58.10812909608125,58.46358871459961,19670100,MSFT
181,2017-01-19,58.22037413312281,58.91258093460943,58.18295658484412,58.27649688720703,18451700,MSFT
182,2017-01-20,58.62260877494145,58.762922817133344,58.341984258891976,58.68809127807617,30213500,MSFT
183,2017-01-23,58.65067957952882,59.04355322755213,58.52907430204484,58.89388656616211,23097600,MSFT
184,2017-01-24,59.11838368080349,59.62350996129004,58.8751731450132,59.41771697998047,24672900,MSFT
185,2017-01-25,59.819938287536104,59.96024874444164,59.35222962784987,59.56737518310547,23672700,MSFT
186,2017-01-26,59.978963430653806,60.371837007338975,59.445772254913315,60.11927032470703,43554600,MSFT
187,2017-01-27,61.1669413361786,61.65336236577132,60.69923265054538,61.53175354003906,44818000,MSFT
188,2017-01-30,61.44757520255683,61.541115521179556,60.61505423447751,60.923736572265625,31651400,MSFT
189,2017-01-31,60.67116822702181,60.94244010747784,60.10991925975696,60.4747314453125,25270500,MSFT
190,2017-02-01,60.203474806068186,60.44668537023275,59.37095374758489,59.47385025024414,39671500,MSFT
191,2017-02-02,59.16515187894227,59.31481852357065,58.69744316843679,59.09031677246094,45827000,MSFT
192,2017-02-03,59.39899978015171,59.586083957692985,58.99677004735484,59.56737518310547,30301800,MSFT
193,2017-02-06,59.399002771949434,59.539316804256174,59.062251949080526,59.52996063232422,19796400,MSFT
194,2017-02-07,59.623507293075185,59.660921277547196,59.146442415631135,59.333526611328125,20277200,MSFT
195,2017-02-08,59.4644894662533,59.68899123358985,59.137094772569306,59.24934387207031,18096400,MSFT
196,2017-02-09,59.41771740266274,60.278303320169336,59.230633197262655,59.9228401184082,22644400,MSFT
197,2017-02-10,60.100576490163796,60.1473502214776,59.848013328075005,59.866722106933594,18170700,MSFT
198,2017-02-13,60.09121105186384,60.67117240205884,59.9883145681733,60.54021453857422,22920100,MSFT
199,2017-02-14,60.61551614593773,60.90725129497942,60.24848501077673,60.76608657836914,23108400,MSFT
200,2017-02-15,60.70020019919424,60.76607609825955,60.38023359800116,60.728431701660156,17005200,MSFT
201,2017-02-16,60.92606144177757,61.39660564514612,60.64373922771729,60.71902084350586,20546300,MSFT
202,2017-02-17,60.671968547828435,60.87900913864973,60.51198524762452,60.813133239746094,21248800,MSFT
203,2017-02-21,60.80372528243056,61.12369190881722,60.653147684176794,60.690792083740234,20655900,MSFT
204,2017-02-22,60.540223237009954,60.59668624785333,60.27671961316053,60.56845474243164,19292700,MSFT
205,2017-02-23,60.62491125721106,60.91665353515674,60.408464952213876,60.813133239746094,20273100,MSFT
206,2017-02-24,60.72843155262171,60.982529434060375,60.3614076615965,60.813133239746094,21796800,MSFT
207,2017-02-27,60.73784487178129,60.73784487178129,60.27671357622877,60.446109771728516,15871500,MSFT
208,2017-02-28,60.304945495750594,60.41787150690812,60.003793909472236,60.21083450317383,23239800,MSFT
209,2017-03-01,60.35200554427572,61.161342263859815,60.24848523037991,61.11429214477539,26937500,MSFT
210,2017-03-02,60.87900744053685,60.93547044375518,60.1167245873851,60.23906707763672,24539600,MSFT
211,2017-03-03,60.22024627712669,60.49315917560403,59.872040996021326,60.464927673339844,18135900,MSFT
212,2017-03-06,60.201427172564266,60.7566658921175,60.05085316947226,60.48374938964844,18750300,MSFT
213,2017-03-07,60.408474262576114,60.96371304177718,60.408474262576114,60.606101989746094,18521000,MSFT
214,2017-03-08,60.474344459035976,61.246036683632795,60.46493156436403,61.16133499145508,21510900,MSFT
215,2017-03-09,61.349560146903414,61.35896586212518,60.68138818945868,60.91666030883789,19846800,MSFT
216,2017-03-10,61.274258390470244,61.41542306823877,60.93546603579929,61.104862213134766,19538200,MSFT
217,2017-03-13,61.18016036188074,61.349556565141356,60.76607915836927,60.897830963134766,20100000,MSFT
218,2017-03-14,60.72843504929181,60.74726083859652,60.370824031786164,60.615509033203125,14280200,MSFT
219,2017-03-15,60.74726338910917,61.09546152658178,60.4649339771639,60.93547821044922,24833800,MSFT
220,2017-03-16,60.93547143556549,60.94488432956651,60.51198454466659,60.83195114135742,20674300,MSFT
221,2017-03-17,61.086045272666745,61.39659895630638,60.869591803527406,61.04840087890625,49219700,MSFT
222,2017-03-20,61.08604360673472,61.340134282771054,60.90723453623233,61.104862213134766,14598100,MSFT
223,2017-03-21,61.349550142770994,61.64128522564935,60.35199163691674,60.42728042602539,26640500,MSFT
224,2017-03-22,60.34258793943587,61.30249490287475,60.34258793943587,61.198974609375,20680000,MSFT
225,2017-03-23,61.114276773003624,61.39659895630638,60.954286304538044,61.04840087890625,19269200,MSFT
226,2017-03-24,61.50955046949365,61.59424499574609,60.94489875466907,61.151939392089844,22617100,MSFT
227,2017-03-27,60.82254172694718,61.37778762582222,60.55903811931894,61.264854431152344,18614700,MSFT
228,2017-03-28,61.13310364521928,61.61306075563914,60.84136852904982,61.44366455078125,20080400,MSFT
229,2017-03-29,61.2836804865917,61.64129150136506,61.123689998463625,61.613059997558594,13618400,MSFT
230,2017-03-30,61.5660002859322,62.093014662709976,61.509537280537444,61.83891677856445,15122800,MSFT
231,2017-03-31,61.78245576040327,62.29064436510565,61.59423376980899,61.98008346557617,21040300,MSFT
232,2017-04-03,61.93302467474443,62.05537076065479,61.34955446785365,61.68834686279297,20400900,MSFT
233,2017-04-04,61.53777611708062,61.93303156181812,61.43425580823002,61.857749938964844,12997400,MSFT
234,2017-04-05,62.39416835745775,62.44121847293967,61.58483169984248,61.697757720947266,21448600,MSFT
235,2017-04-06,61.73540383944937,62.168303685581215,61.62247781520175,61.857749938964844,18103500,MSFT
236,2017-04-07,61.97067515237724,62.07419545987336,61.58483260802061,61.810691833496094,14108500,MSFT
237,2017-04-10,61.74479102974593,61.94241866984012,61.50951900392917,61.66950225830078,17952700,MSFT
238,2017-04-11,61.73538922383118,61.744802116935155,61.02957301964119,61.62246322631836,18791500,MSFT
239,2017-04-12,61.56599366362313,61.65069534253894,61.274258593884454,61.38719177246094,17108500,MSFT
240,2017-04-13,61.443657693994204,61.98007775286008,61.12368392944337,61.12368392944336,17896500,MSFT
241,2017-04-17,61.20838208894811,61.63186893948862,61.180150589569905,61.62246322631836,16689300,MSFT
242,2017-04-18,61.48131393413618,61.83892498230232,61.32133061100413,61.537776947021484,15155600,MSFT
243,2017-04-19,61.782457620635235,61.876565028798495,61.06722839471143,61.20839309692383,26992800,MSFT
244,2017-04-20,61.60365198534836,61.876568510332184,61.30250395432058,61.64129638671875,22299500,MSFT
245,2017-04-21,61.80127590277788,62.77059584359908,61.59423529795491,62.48827362060547,32522600,MSFT
246,2017-04-24,63.5046466665823,63.674042861179416,63.1470284891359,63.55169677734375,29770000,MSFT
247,2017-04-25,63.89991307789085,64.03166489863393,63.617583644906674,63.918731689453125,30242700,MSFT
248,2017-04-26,64.06930225968276,64.28574857856952,63.63640244197429,63.83403015136719,26190800,MSFT
249,2017-04-27,64.1351742707815,64.35162057653326,63.59875418357195,64.24810028076172,34971000,MSFT
250,2017-04-28,64.85040448439423,65.06685079360828,63.70227549833301,64.42691040039062,39548800,MSFT
251,2017-05-01,64.63395563507184,65.4527051789727,64.46455942529701,65.32095336914062,31954400,MSFT
252,2017-05-02,65.60327263182265,65.60327263182265,65.05743962724135,65.2174301147461,23906100,MSFT
253,2017-05-03,65.29272878477859,65.29272878477859,64.66220110442343,65.01040649414062,28928000,MSFT
254,2017-05-04,64.96332720546103,65.0103844946115,64.59630332587695,64.75628662109375,21749400,MSFT
255,2017-05-05,64.84098934085341,64.96332824269,64.45513966747482,64.93509674072266,19128800,MSFT
256,2017-05-08,64.90685546011642,64.98214424064282,64.38925406891401,64.87862396240234,18566100,MSFT
257,2017-05-09,64.80336681262278,65.19862233341205,64.63397056372213,64.97276306152344,22858400,MSFT
258,2017-05-10,64.9256891460808,65.46210926704666,64.859813242802,65.22683715820312,17977800,MSFT
259,2017-05-11,64.33280299725692,64.68100828677971,64.1069437937491,64.42691040039062,28789400,MSFT
260,2017-05-12,64.56809234090777,64.56809234090777,64.0316721018421,64.35163879394531,18714100,MSFT
261,2017-05-15,64.12575753689588,64.4457312991942,63.589337481806254,64.39867401123047,31530300,MSFT
262,2017-05-16,64.57852356065554,65.72376686331542,64.5122700545873,65.69537353515625,34956000,MSFT
263,2017-05-17,65.20318912412314,65.40194961391958,63.82132532285532,63.86865234375,30548800,MSFT
264,2017-05-18,63.79293453574535,64.48386285331212,63.546847015267545,64.08634185791016,25201300,MSFT
265,2017-05-19,63.88758692257128,64.45547513988716,63.82133341756927,64.06742095947266,26961100,MSFT
266,2017-05-22,64.25672268694024,64.83407782629234,63.887594938317264,64.78675079345703,16237600,MSFT
267,2017-05-23,65.04228521923767,65.07067854177254,64.7204773813011,65.00442504882812,15425800,MSFT
268,2017-05-24,65.18427655954828,65.19373618887438,64.78674827402841,65.0896224975586,14593900,MSFT
269,2017-05-25,65.2789041466732,66.140199532233,65.22211750310126,65.89411926269531,21854100,MSFT
270,2017-05-26,66.06447081504223,66.46199166835915,65.79944969174369,66.21590423583984,19827900,MSFT
271,2017-05-30,66.05504655729406,66.6418685913086,66.0361128543077,66.6418685913086,17072800,MSFT
272,2017-05-31,66.75540829209775,66.95416874676339,66.07393974976519,66.10233306884766,30436400,MSFT
273,2017-06-01,66.48092615654089,66.83112726732317,65.73320414449533,66.34841918945312,21603600,MSFT
274,2017-06-02,66.67023706027933,68.01424062739302,66.48093620647438,67.91959381103516,34770300,MSFT
275,2017-06-05,68.1183587360667,68.98912105711435,67.96691804314206,68.4117660522461,33316800,MSFT
276,2017-06-06,68.43070351243259,68.73357769384734,68.4023029651302,68.63892364501953,31511100,MSFT
277,2017-06-07,68.75249742669762,68.87553756857804,68.0994221035175,68.51587677001953,22301800,MSFT
278,2017-06-08,68.6294614832561,68.63892111091756,67.67351194989095,68.09942626953125,24588300,MSFT
